SR_RETURNED_DATE_SK,SR_RETURN_TIME_SK,SR_ITEM_SK,SR_CUSTOMER_SK,SR_CDEMO_SK,SR_HDEMO_SK,SR_ADDR_SK,SR_STORE_SK,SR_REASON_SK,SR_TICKET_NUMBER,SR_RETURN_QUANTITY,SR_RETURN_AMT,SR_RETURN_TAX,SR_RETURN_AMT_INC_TAX,SR_FEE,SR_RETURN_SHIP_COST,SR_REFUNDED_CASH,SR_REVERSED_CHARGE,SR_STORE_CREDIT,SR_NET_LOSS
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,11515438739,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,11133620547,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,15756347943,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,16901802519,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,2760893051,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,16035893405,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,23767711188,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,10867711449,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,11951802387,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,20529075213,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,15224529747,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,7649529545,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,6538165879,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,20869984263,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,12115438755,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,17119984343,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,11897256931,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,11747256927,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,23706347559,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,15981347949,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,4056347631,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,8085893193,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,20419984317,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,16785893425,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,20031348000,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,16963166157,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,2154074853,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,16983620703,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,7540438633,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,15619984303,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,36284.0,189883,66714250.0,1872993.0,7191.0,3403342.0,1252.0,69.0,18751117440,13.0,49.92,0.49,50.41,25.07,14.17,7.48,18.67,23.77,39.73
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,6933620435,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,2740438505,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,23801802093,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,7588165907,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,12210893303,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,3258620337,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,4049529449,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,16526802509,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,20256347973,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,11256347823,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,12797256955,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,11051802363,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,20304075240,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,8215438651,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,3565438527,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,20426802498,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,12633620587,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,8419984111,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,12190438757,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,8596282115,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,8399529565,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,2440438497,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,23849529360,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,11644984197,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,16731347969,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,3742711259,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,15722257033,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,16629075239,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,3913165809,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,17126802525,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,6804074977,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,7206347715,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,23685893016,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,11208620549,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,7281347717,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,21388166019,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,11065438727,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,7560893179,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,36284.0,189883,66714250.0,1872993.0,7191.0,3403342.0,1252.0,69.0,5866215552,13.0,49.92,0.49,50.41,25.07,14.17,7.48,18.67,23.77,39.73
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,3531347617,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,21204075132,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,21108620598,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,4124529451,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,16281347957,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,15879075219,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,15647257031,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,11454075101,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,16779075243,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,11965438751,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,16083620679,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,16383620687,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,6497256787,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,15101802471,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,7642711363,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,10854075085,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,3579074891,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,12456347855,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,21251802399,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,20038166181,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,7219984079,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,8249529561,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,20679075195,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,7069984075,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,20985893340,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,16813166153,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,16888166155,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,8222256833,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,3497256707,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,2358620313,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,19656348045,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,21122256960,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,2958620329,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,19622257137,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,12013166025,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,20385893412,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,3060893059,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,11044984181,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,11856347839,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,20897256987,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,3585893073,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,21081347874,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,19526802589,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,16533620691,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,15831347945,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,8044984101,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,20201802525,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,20338166145,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,20638166109,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,11113166001,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,16758620697,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,6919984071,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,3838165807,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,7063165893,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,16444984325,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,11419984191,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,8113165921,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,4138165815,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,19731348036,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,15729075215,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,20842711539,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,12285893305,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
2452414,40976.0,189883,34501587.0,856670.0,6479.0,15325088.0,1519.0,56.0,11290438733,1.0,20.57,0.61,21.18,19.13,5.77,0.00,18.30,2.27,25.51
