CR_RETURNED_DATE_SK,CR_RETURNED_TIME_SK,CR_ITEM_SK,CR_REFUNDED_CUSTOMER_SK,CR_REFUNDED_CDEMO_SK,CR_REFUNDED_HDEMO_SK,CR_REFUNDED_ADDR_SK,CR_RETURNING_CUSTOMER_SK,CR_RETURNING_CDEMO_SK,CR_RETURNING_HDEMO_SK,CR_RETURNING_ADDR_SK,CR_CALL_CENTER_SK,CR_CATALOG_PAGE_SK,CR_SHIP_MODE_SK,CR_WAREHOUSE_SK,CR_REASON_SK,CR_ORDER_NUMBER,CR_RETURN_QUANTITY,CR_RETURN_AMOUNT,CR_RETURN_TAX,CR_RETURN_AMT_INC_TAX,CR_FEE,CR_RETURN_SHIP_COST,CR_REFUNDED_CASH,CR_REVERSED_CHARGE,CR_STORE_CREDIT,CR_NET_LOSS
2452323,32204,444563,16275571.0,1117405.0,4039.0,21505073.0,1740227.0,1851325.0,6737.0,23052196.0,39.0,25462.0,6.0,28.0,72.0,11982974672,11.0,68.53,4.79,73.32,42.76,78.98,60.99,2.48,5.06,126.53
2452323,63819,444563,84591405.0,1031126.0,1600.0,28526921.0,39773459.0,1917502.0,3962.0,16331669.0,17.0,25733.0,16.0,6.0,16.0,10885536340,47.0,3924.50,156.98,4081.48,72.93,2329.79,1923.00,760.57,1240.93,2559.70
2452323,12032,444563,1060544.0,1864235.0,7126.0,25896417.0,93699002.0,579332.0,5153.0,11922174.0,57.0,29376.0,4.0,5.0,51.0,11457466133,13.0,100.75,8.06,108.81,26.43,57.59,89.66,1.10,9.99,92.08
2452323,8144,444563,96446477.0,953964.0,4298.0,38389385.0,14929772.0,1519239.0,3761.0,29496636.0,21.0,26756.0,15.0,10.0,55.0,11561478114,1.0,152.94,13.76,166.70,74.25,26.16,77.99,40.47,34.48,114.17
2452323,82631,444563,28208609.0,1325447.0,2732.0,6120370.0,52459645.0,1653561.0,6647.0,3541333.0,7.0,29313.0,11.0,27.0,38.0,11713695604,6.0,53.94,0.53,54.47,40.62,34.56,41.53,8.19,4.22,75.71
2452323,63819,444563,84591405.0,1031126.0,1600.0,28526921.0,39773459.0,1917502.0,3962.0,16331669.0,17.0,25733.0,16.0,6.0,16.0,10890081794,47.0,3924.50,156.98,4081.48,72.93,2329.79,1923.00,760.57,1240.93,2559.70
2452323,43088,444563,,,,35979339.0,11677149.0,1644746.0,206.0,,1.0,29818.0,,,6.0,12249614176,,,,103.87,,,74.91,,,111.55
2452323,39971,444563,63438804.0,950823.0,4889.0,14768908.0,1958535.0,1314824.0,2763.0,41776302.0,59.0,26032.0,19.0,8.0,72.0,10660986899,49.0,1568.00,47.04,1615.04,33.44,677.18,1176.00,141.12,250.88,757.66
2452323,82631,444563,28208609.0,1325447.0,2732.0,6120370.0,52459645.0,1653561.0,6647.0,3541333.0,7.0,29313.0,11.0,27.0,38.0,11704604696,6.0,53.94,0.53,54.47,40.62,34.56,41.53,8.19,4.22,75.71
2452323,67205,444563,2224979.0,1087967.0,3402.0,4418037.0,65560222.0,1510916.0,1391.0,24880666.0,9.0,25585.0,18.0,3.0,63.0,10841015276,2.0,123.84,2.47,126.31,66.15,105.50,28.48,39.09,56.27,174.12
2452323,82631,444563,28208609.0,1325447.0,2732.0,6120370.0,52459645.0,1653561.0,6647.0,3541333.0,7.0,29313.0,11.0,27.0,38.0,11709150150,6.0,53.94,0.53,54.47,40.62,34.56,41.53,8.19,4.22,75.71
2452323,31447,444563,10085797.0,1329323.0,3602.0,35346328.0,38650604.0,599124.0,5493.0,35500215.0,47.0,26258.0,2.0,21.0,35.0,10517376525,22.0,1278.20,51.12,1329.32,60.26,222.20,1073.68,87.94,116.58,333.58
2452323,78393,444563,4652570.0,1471491.0,6859.0,39543827.0,63297342.0,320573.0,6605.0,24327037.0,31.0,25218.0,13.0,5.0,69.0,10440255725,5.0,498.95,39.91,538.86,98.14,14.45,84.82,323.02,91.11,152.50
2452323,65020,444563,73261320.0,914799.0,4725.0,3172604.0,59781571.0,1759903.0,1610.0,43004917.0,31.0,28681.0,5.0,22.0,46.0,11234546169,16.0,192.00,7.68,199.68,97.54,115.20,178.56,7.66,5.78,220.42
2452323,64627,444563,44770556.0,1666915.0,6827.0,13003186.0,43425318.0,1118657.0,2540.0,38990928.0,39.0,26503.0,5.0,23.0,1.0,11986426760,18.0,924.30,73.94,998.24,72.98,264.06,351.23,126.07,447.00,410.98
2452323,43088,444563,,,,35979339.0,11677149.0,1644746.0,206.0,,1.0,29818.0,,,6.0,12254159630,,,,103.87,,,74.91,,,111.55
2452323,46609,444563,79466576.0,1462038.0,7100.0,36842562.0,58124424.0,835475.0,5953.0,43411631.0,3.0,29403.0,5.0,13.0,46.0,11476900242,2.0,173.46,3.46,176.92,98.60,21.92,62.44,92.14,18.88,123.98
2452323,43088,444563,,,,35979339.0,11677149.0,1644746.0,206.0,,1.0,29818.0,,,6.0,12245068722,,,,103.87,,,74.91,,,111.55
2452323,32204,444563,16275571.0,1117405.0,4039.0,21505073.0,1740227.0,1851325.0,6737.0,23052196.0,39.0,25462.0,6.0,28.0,72.0,11987520126,11.0,68.53,4.79,73.32,42.76,78.98,60.99,2.48,5.06,126.53
2452323,12032,444563,1060544.0,1864235.0,7126.0,25896417.0,93699002.0,579332.0,5153.0,11922174.0,57.0,29376.0,4.0,5.0,51.0,11452920679,13.0,100.75,8.06,108.81,26.43,57.59,89.66,1.10,9.99,92.08
2452323,3612,444563,8034240.0,856588.0,3383.0,2778531.0,19123371.0,1385061.0,4639.0,44877817.0,3.0,29472.0,11.0,6.0,29.0,11546273792,3.0,124.86,6.24,131.10,3.32,65.22,122.36,2.12,0.38,74.78
2452323,8144,444563,96446477.0,953964.0,4298.0,38389385.0,14929772.0,1519239.0,3761.0,29496636.0,21.0,26756.0,15.0,10.0,55.0,11570569022,1.0,152.94,13.76,166.70,74.25,26.16,77.99,40.47,34.48,114.17
2452323,64627,444563,44770556.0,1666915.0,6827.0,13003186.0,43425318.0,1118657.0,2540.0,38990928.0,39.0,26503.0,5.0,23.0,1.0,11990972214,18.0,924.30,73.94,998.24,72.98,264.06,351.23,126.07,447.00,410.98
2452323,65020,444563,73261320.0,914799.0,4725.0,3172604.0,59781571.0,1759903.0,1610.0,43004917.0,31.0,28681.0,5.0,22.0,46.0,11230000715,16.0,192.00,7.68,199.68,97.54,115.20,178.56,7.66,5.78,220.42
2452323,54802,444563,37001609.0,228150.0,5444.0,30783185.0,90506093.0,1867218.0,1757.0,34021543.0,57.0,25548.0,7.0,13.0,32.0,10625621760,3.0,253.38,10.13,263.51,5.23,109.14,68.41,86.93,98.04,124.50
2452323,64627,444563,44770556.0,1666915.0,6827.0,13003186.0,43425318.0,1118657.0,2540.0,38990928.0,39.0,26503.0,5.0,23.0,1.0,11981881306,18.0,924.30,73.94,998.24,72.98,264.06,351.23,126.07,447.00,410.98
2452323,33814,444564,44055976.0,1838429.0,4529.0,37489382.0,30240764.0,1421007.0,5126.0,39977245.0,30.0,33642.0,16.0,5.0,56.0,12836449540,1.0,136.33,6.81,143.14,85.39,27.26,59.98,38.17,38.18,119.46
2452323,72046,444565,79750308.0,1124959.0,4763.0,33438614.0,74075231.0,458157.0,5103.0,44434096.0,29.0,26421.0,8.0,21.0,14.0,11782748944,21.0,1598.31,15.98,1614.29,16.79,647.43,751.20,177.89,669.22,680.20
2452323,58738,444565,7521966.0,1494390.0,1567.0,37601191.0,89562789.0,847894.0,5514.0,7759934.0,33.0,26500.0,14.0,24.0,9.0,11685339438,14.0,1320.06,0.00,1320.06,51.17,756.70,792.03,448.82,79.21,807.87
2452323,61918,444565,9057474.0,1868144.0,414.0,15676684.0,40979071.0,1143717.0,1382.0,38343847.0,1.0,25486.0,9.0,14.0,69.0,10601839398,65.0,5604.30,224.17,5828.47,87.92,3056.95,392.30,1459.36,3752.64,3369.04
2452323,75793,444565,53127230.0,1499505.0,580.0,37722808.0,56042681.0,1577259.0,3977.0,9428295.0,37.0,25997.0,9.0,27.0,35.0,10973504840,22.0,4536.40,181.45,4717.85,66.73,1279.52,3220.84,539.37,776.19,1527.70
2452323,64187,444565,59532274.0,1329218.0,3315.0,9594659.0,48692546.0,590235.0,1504.0,17634373.0,49.0,28592.0,20.0,9.0,43.0,10753076242,1.0,0.84,0.05,0.89,38.52,1.10,0.18,0.27,0.39,39.67
2452323,54119,444565,53825452.0,1273626.0,553.0,29702327.0,83416784.0,722490.0,799.0,43340708.0,13.0,25852.0,15.0,24.0,28.0,11030906937,11.0,418.55,33.48,452.03,62.66,302.72,0.00,179.97,238.58,398.86
2452323,30019,444565,94658141.0,710463.0,4032.0,28437601.0,10874917.0,1642001.0,6029.0,39190057.0,57.0,30012.0,14.0,22.0,25.0,11919444172,43.0,583.51,52.51,636.02,81.50,508.69,315.09,21.47,246.95,642.70
2452323,79781,444565,25817884.0,75307.0,377.0,25149000.0,45643465.0,1850823.0,3338.0,31364300.0,37.0,25587.0,12.0,24.0,44.0,11765651157,15.0,2735.10,164.10,2899.20,85.07,1041.90,1066.68,784.15,884.27,1291.07
2452323,79781,444565,25817884.0,75307.0,377.0,25149000.0,45643465.0,1850823.0,3338.0,31364300.0,37.0,25587.0,12.0,24.0,44.0,11761105703,15.0,2735.10,164.10,2899.20,85.07,1041.90,1066.68,784.15,884.27,1291.07
2452323,48187,444565,8908277.0,1705300.0,6676.0,1860499.0,20056905.0,334545.0,6509.0,8291344.0,53.0,25598.0,3.0,25.0,42.0,11406233458,23.0,76.13,6.85,82.98,99.61,93.84,46.43,23.46,6.24,200.30
2452323,69233,444565,32528812.0,1087826.0,2040.0,16778207.0,34231456.0,729295.0,2952.0,4110656.0,19.0,29604.0,14.0,21.0,60.0,12077780556,7.0,57.89,3.47,61.36,92.66,311.36,45.73,2.79,9.37,407.49
2452323,79781,444565,25817884.0,75307.0,377.0,25149000.0,45643465.0,1850823.0,3338.0,31364300.0,37.0,25587.0,12.0,24.0,44.0,11752014795,15.0,2735.10,164.10,2899.20,85.07,1041.90,1066.68,784.15,884.27,1291.07
2452323,34277,444565,34165875.0,1321532.0,3142.0,13672399.0,44442327.0,1585766.0,2404.0,4006595.0,39.0,25479.0,15.0,13.0,69.0,12068420622,13.0,47.58,2.85,50.43,29.96,299.13,16.17,26.38,5.03,331.94
2452323,69233,444565,32528812.0,1087826.0,2040.0,16778207.0,34231456.0,729295.0,2952.0,4110656.0,19.0,29604.0,14.0,21.0,60.0,12082326010,7.0,57.89,3.47,61.36,92.66,311.36,45.73,2.79,9.37,407.49
2452323,64187,444565,59532274.0,1329218.0,3315.0,9594659.0,48692546.0,590235.0,1504.0,17634373.0,49.0,28592.0,20.0,9.0,43.0,10748530788,1.0,0.84,0.05,0.89,38.52,1.10,0.18,0.27,0.39,39.67
2452323,63609,444565,76263053.0,51209.0,2918.0,15734274.0,97913715.0,1504900.0,1405.0,15138710.0,27.0,29598.0,19.0,24.0,54.0,11857229525,75.0,3187.50,95.62,3283.12,76.63,1237.50,2836.87,63.11,287.52,1409.75
2452323,52670,444565,37482676.0,1478167.0,5658.0,3485949.0,12800669.0,35345.0,4041.0,38873984.0,33.0,25539.0,19.0,5.0,33.0,10724485007,55.0,1366.75,54.67,1421.42,5.96,576.40,710.71,6.56,649.48,637.03
2452323,30019,444565,94658141.0,710463.0,4032.0,28437601.0,10874917.0,1642001.0,6029.0,39190057.0,57.0,30012.0,14.0,22.0,25.0,11923989626,43.0,583.51,52.51,636.02,81.50,508.69,315.09,21.47,246.95,642.70
2452323,76483,444565,2042178.0,533276.0,6774.0,5580272.0,32055637.0,1270440.0,6429.0,12787218.0,23.0,25602.0,12.0,1.0,10.0,10672559567,3.0,38.31,2.68,40.99,66.49,118.47,30.64,0.07,7.60,187.64
2452323,34277,444565,34165875.0,1321532.0,3142.0,13672399.0,44442327.0,1585766.0,2404.0,4006595.0,39.0,25479.0,15.0,13.0,69.0,12077511530,13.0,47.58,2.85,50.43,29.96,299.13,16.17,26.38,5.03,331.94
2452323,30019,444565,94658141.0,710463.0,4032.0,28437601.0,10874917.0,1642001.0,6029.0,39190057.0,57.0,30012.0,14.0,22.0,25.0,11914898718,43.0,583.51,52.51,636.02,81.50,508.69,315.09,21.47,246.95,642.70
2452323,53697,444565,86392710.0,721713.0,1116.0,38559366.0,54033514.0,879949.0,1498.0,26981800.0,15.0,25920.0,7.0,6.0,45.0,10667808345,4.0,63.24,0.00,63.24,32.53,79.04,12.64,8.60,42.00,111.57
2452323,30019,444565,94658141.0,710463.0,4032.0,28437601.0,10874917.0,1642001.0,6029.0,39190057.0,57.0,30012.0,14.0,22.0,25.0,11910353264,43.0,583.51,52.51,636.02,81.50,508.69,315.09,21.47,246.95,642.70
2452323,72046,444565,79750308.0,1124959.0,4763.0,33438614.0,74075231.0,458157.0,5103.0,44434096.0,29.0,26421.0,8.0,21.0,14.0,11773658036,21.0,1598.31,15.98,1614.29,16.79,647.43,751.20,177.89,669.22,680.20
2452323,58738,444565,7521966.0,1494390.0,1567.0,37601191.0,89562789.0,847894.0,5514.0,7759934.0,33.0,26500.0,14.0,24.0,9.0,11680793984,14.0,1320.06,0.00,1320.06,51.17,756.70,792.03,448.82,79.21,807.87
2452323,74774,444565,50428864.0,272942.0,4573.0,7197804.0,88578392.0,1185595.0,3551.0,16625154.0,5.0,28811.0,2.0,15.0,31.0,11226203183,21.0,403.41,12.10,415.51,38.44,491.19,88.75,69.22,245.44,541.73
2452323,34277,444565,34165875.0,1321532.0,3142.0,13672399.0,44442327.0,1585766.0,2404.0,4006595.0,39.0,25479.0,15.0,13.0,69.0,12072966076,13.0,47.58,2.85,50.43,29.96,299.13,16.17,26.38,5.03,331.94
2452323,61633,444565,6532778.0,232250.0,6569.0,37650488.0,44367956.0,1638422.0,4303.0,44238537.0,17.0,28338.0,13.0,17.0,73.0,10973152657,1.0,2.13,0.10,2.23,42.21,2.20,1.74,0.01,0.38,44.51
2452323,64187,444565,59532274.0,1329218.0,3315.0,9594659.0,48692546.0,590235.0,1504.0,17634373.0,49.0,28592.0,20.0,9.0,43.0,10743985334,1.0,0.84,0.05,0.89,38.52,1.10,0.18,0.27,0.39,39.67
2452323,74774,444565,50428864.0,272942.0,4573.0,7197804.0,88578392.0,1185595.0,3551.0,16625154.0,5.0,28811.0,2.0,15.0,31.0,11221657729,21.0,403.41,12.10,415.51,38.44,491.19,88.75,69.22,245.44,541.73
2452323,54119,444565,53825452.0,1273626.0,553.0,29702327.0,83416784.0,722490.0,799.0,43340708.0,13.0,25852.0,15.0,24.0,28.0,11026361483,11.0,418.55,33.48,452.03,62.66,302.72,0.00,179.97,238.58,398.86
2452323,35783,444565,50522876.0,373132.0,541.0,20219597.0,69377973.0,1544559.0,264.0,44822369.0,59.0,26294.0,18.0,23.0,60.0,11131557362,19.0,418.95,12.56,431.51,37.67,399.00,129.87,69.37,219.71,449.23
2452323,75793,444565,53127230.0,1499505.0,580.0,37722808.0,56042681.0,1577259.0,3977.0,9428295.0,37.0,25997.0,9.0,27.0,35.0,10982595748,22.0,4536.40,181.45,4717.85,66.73,1279.52,3220.84,539.37,776.19,1527.70
2452323,46409,444565,58198131.0,529661.0,5638.0,45793168.0,14259629.0,208813.0,1263.0,24422960.0,24.0,33712.0,4.0,4.0,1.0,12773075340,5.0,35.90,0.71,36.61,50.22,127.70,29.79,0.12,5.99,178.63
2452323,79781,444565,25817884.0,75307.0,377.0,25149000.0,45643465.0,1850823.0,3338.0,31364300.0,37.0,25587.0,12.0,24.0,44.0,11756560249,15.0,2735.10,164.10,2899.20,85.07,1041.90,1066.68,784.15,884.27,1291.07
2452323,54119,444565,53825452.0,1273626.0,553.0,29702327.0,83416784.0,722490.0,799.0,43340708.0,13.0,25852.0,15.0,24.0,28.0,11021816029,11.0,418.55,33.48,452.03,62.66,302.72,0.00,179.97,238.58,398.86
2452323,48187,444565,8908277.0,1705300.0,6676.0,1860499.0,20056905.0,334545.0,6509.0,8291344.0,53.0,25598.0,3.0,25.0,42.0,11401688004,23.0,76.13,6.85,82.98,99.61,93.84,46.43,23.46,6.24,200.30
2452323,61633,444565,6532778.0,232250.0,6569.0,37650488.0,44367956.0,1638422.0,4303.0,44238537.0,17.0,28338.0,13.0,17.0,73.0,10964061749,1.0,2.13,0.10,2.23,42.21,2.20,1.74,0.01,0.38,44.51
2452323,63609,444565,76263053.0,51209.0,2918.0,15734274.0,97913715.0,1504900.0,1405.0,15138710.0,27.0,29598.0,19.0,24.0,54.0,11870865887,75.0,3187.50,95.62,3283.12,76.63,1237.50,2836.87,63.11,287.52,1409.75
2452323,61633,444565,6532778.0,232250.0,6569.0,37650488.0,44367956.0,1638422.0,4303.0,44238537.0,17.0,28338.0,13.0,17.0,73.0,10968607203,1.0,2.13,0.10,2.23,42.21,2.20,1.74,0.01,0.38,44.51
2452323,34277,444565,34165875.0,1321532.0,3142.0,13672399.0,44442327.0,1585766.0,2404.0,4006595.0,39.0,25479.0,15.0,13.0,69.0,12082056984,13.0,47.58,2.85,50.43,29.96,299.13,16.17,26.38,5.03,331.94
2452323,46409,444565,58198131.0,529661.0,5638.0,45793168.0,14259629.0,208813.0,1263.0,24422960.0,24.0,33712.0,4.0,4.0,1.0,12777620794,5.0,35.90,0.71,36.61,50.22,127.70,29.79,0.12,5.99,178.63
2452323,63609,444565,76263053.0,51209.0,2918.0,15734274.0,97913715.0,1504900.0,1405.0,15138710.0,27.0,29598.0,19.0,24.0,54.0,11861774979,75.0,3187.50,95.62,3283.12,76.63,1237.50,2836.87,63.11,287.52,1409.75
2452323,69233,444565,32528812.0,1087826.0,2040.0,16778207.0,34231456.0,729295.0,2952.0,4110656.0,19.0,29604.0,14.0,21.0,60.0,12068689648,7.0,57.89,3.47,61.36,92.66,311.36,45.73,2.79,9.37,407.49
2452323,74774,444565,50428864.0,272942.0,4573.0,7197804.0,88578392.0,1185595.0,3551.0,16625154.0,5.0,28811.0,2.0,15.0,31.0,11217112275,21.0,403.41,12.10,415.51,38.44,491.19,88.75,69.22,245.44,541.73
2452323,45824,444565,12905357.0,732099.0,3194.0,12937136.0,47861475.0,1270920.0,6232.0,9637097.0,9.0,26072.0,6.0,1.0,66.0,10715922245,7.0,691.18,27.64,718.82,71.94,96.39,311.03,30.41,349.74,195.97
2452323,72046,444565,79750308.0,1124959.0,4763.0,33438614.0,74075231.0,458157.0,5103.0,44434096.0,29.0,26421.0,8.0,21.0,14.0,11778203490,21.0,1598.31,15.98,1614.29,16.79,647.43,751.20,177.89,669.22,680.20
2452323,35783,444565,50522876.0,373132.0,541.0,20219597.0,69377973.0,1544559.0,264.0,44822369.0,59.0,26294.0,18.0,23.0,60.0,11127011908,19.0,418.95,12.56,431.51,37.67,399.00,129.87,69.37,219.71,449.23
2452323,75793,444565,53127230.0,1499505.0,580.0,37722808.0,56042681.0,1577259.0,3977.0,9428295.0,37.0,25997.0,9.0,27.0,35.0,10978050294,22.0,4536.40,181.45,4717.85,66.73,1279.52,3220.84,539.37,776.19,1527.70
2452323,63609,444565,76263053.0,51209.0,2918.0,15734274.0,97913715.0,1504900.0,1405.0,15138710.0,27.0,29598.0,19.0,24.0,54.0,11866320433,75.0,3187.50,95.62,3283.12,76.63,1237.50,2836.87,63.11,287.52,1409.75
2452323,69233,444565,32528812.0,1087826.0,2040.0,16778207.0,34231456.0,729295.0,2952.0,4110656.0,19.0,29604.0,14.0,21.0,60.0,12073235102,7.0,57.89,3.47,61.36,92.66,311.36,45.73,2.79,9.37,407.49
2452323,48187,444565,8908277.0,1705300.0,6676.0,1860499.0,20056905.0,334545.0,6509.0,8291344.0,53.0,25598.0,3.0,25.0,42.0,11410778912,23.0,76.13,6.85,82.98,99.61,93.84,46.43,23.46,6.24,200.30
2452323,34953,444567,71949438.0,192152.0,819.0,19377133.0,78940035.0,714381.0,6819.0,18586457.0,23.0,28261.0,4.0,22.0,28.0,10981819419,11.0,108.79,5.43,114.22,50.31,166.87,32.63,51.78,24.38,222.61
2452323,75463,444567,24618577.0,649242.0,6307.0,30364972.0,17387072.0,1885683.0,286.0,38710889.0,59.0,26295.0,11.0,14.0,57.0,10936068935,17.0,77.52,2.32,79.84,41.97,23.63,62.79,13.40,1.33,67.92
2452323,36786,444567,32311699.0,1238096.0,6093.0,49629290.0,17273764.0,314909.0,1742.0,10724928.0,29.0,25752.0,20.0,13.0,74.0,12312996639,4.0,252.28,17.65,269.93,32.64,69.36,234.62,11.65,6.01,119.65
2452323,77821,444567,35829225.0,1382973.0,5968.0,38449763.0,90172154.0,731575.0,6807.0,27517239.0,41.0,25846.0,2.0,4.0,68.0,10512826315,68.0,3222.52,290.02,3512.54,81.92,2222.24,2513.56,616.79,92.17,2594.18
2452323,22108,444567,68854833.0,1761449.0,6818.0,21676634.0,24670310.0,638911.0,6588.0,15618712.0,59.0,29990.0,10.0,7.0,44.0,12188034596,10.0,683.40,27.33,710.73,43.11,414.50,266.52,179.25,237.63,484.94
2452323,56133,444567,2422167.0,308515.0,463.0,6619611.0,65429232.0,671436.0,2519.0,35386402.0,1.0,25725.0,11.0,27.0,70.0,10688457600,13.0,598.00,53.82,651.82,54.48,89.18,574.08,16.98,6.94,197.48
2452323,1525,444567,16628882.0,293545.0,6561.0,41406424.0,21080464.0,1673664.0,2361.0,3437011.0,35.0,25440.0,15.0,25.0,27.0,10537492154,16.0,310.08,21.70,331.78,43.65,45.76,195.35,102.10,12.63,111.11
2452323,12797,444567,30761029.0,873186.0,543.0,32934300.0,32578058.0,1665525.0,3061.0,16539797.0,43.0,26248.0,18.0,14.0,30.0,10516920601,30.0,3733.50,149.34,3882.84,79.60,1141.80,1941.42,1612.87,179.21,1370.74
2452323,26918,444567,31312507.0,71394.0,3528.0,23192815.0,37247728.0,1167386.0,6196.0,35321359.0,41.0,25743.0,8.0,11.0,49.0,11100899371,1.0,8.99,0.00,8.99,63.75,3.59,7.73,1.09,0.17,67.34
2452323,34953,444567,71949438.0,192152.0,819.0,19377133.0,78940035.0,714381.0,6819.0,18586457.0,23.0,28261.0,4.0,22.0,28.0,10977273965,11.0,108.79,5.43,114.22,50.31,166.87,32.63,51.78,24.38,222.61
2452323,67728,444567,28074747.0,1417518.0,5442.0,20942966.0,1732242.0,243673.0,3659.0,34925692.0,53.0,26507.0,17.0,10.0,41.0,11633296385,36.0,2947.68,117.90,3065.58,54.95,411.12,2033.89,667.06,246.73,583.97
2452323,60026,444567,61215891.0,586471.0,1051.0,23969678.0,20888935.0,1776896.0,5582.0,1044221.0,29.0,25880.0,19.0,18.0,54.0,10733472386,31.0,582.80,23.31,606.11,4.74,319.61,518.69,59.62,4.49,347.66
2452323,2546,444567,6182773.0,1342150.0,5527.0,31580457.0,4204504.0,509697.0,4432.0,8282014.0,9.0,27797.0,13.0,15.0,27.0,10568024902,16.0,46.72,0.46,47.18,25.18,88.96,42.04,2.19,2.49,114.60
2452323,35561,444567,93321530.0,1527971.0,3659.0,22693300.0,60666254.0,1287257.0,6519.0,24535828.0,9.0,25376.0,1.0,30.0,57.0,10432943923,5.0,1.60,0.12,1.72,75.84,57.85,0.78,0.35,0.47,133.81
2452323,74385,444567,19228451.0,1033216.0,6428.0,16823193.0,11715373.0,1005326.0,5103.0,22753680.0,15.0,25650.0,11.0,28.0,15.0,11350171988,6.0,415.02,0.00,415.02,65.31,125.88,33.20,290.18,91.64,191.19
2452323,67728,444567,28074747.0,1417518.0,5442.0,20942966.0,1732242.0,243673.0,3659.0,34925692.0,53.0,26507.0,17.0,10.0,41.0,11637841839,36.0,2947.68,117.90,3065.58,54.95,411.12,2033.89,667.06,246.73,583.97
2452323,36786,444567,32311699.0,1238096.0,6093.0,49629290.0,17273764.0,314909.0,1742.0,10724928.0,29.0,25752.0,20.0,13.0,74.0,12326633001,4.0,252.28,17.65,269.93,32.64,69.36,234.62,11.65,6.01,119.65
2452323,36786,444567,32311699.0,1238096.0,6093.0,49629290.0,17273764.0,314909.0,1742.0,10724928.0,29.0,25752.0,20.0,13.0,74.0,12317542093,4.0,252.28,17.65,269.93,32.64,69.36,234.62,11.65,6.01,119.65
2452323,22108,444567,68854833.0,1761449.0,6818.0,21676634.0,24670310.0,638911.0,6588.0,15618712.0,59.0,29990.0,10.0,7.0,44.0,12183489142,10.0,683.40,27.33,710.73,43.11,414.50,266.52,179.25,237.63,484.94
