carat,cut,color,clarity,depth,table,price,x,y,z
0.98,Fair,G,SI2,66.6,56.0,3332,6.12,6.02,4.04
0.71,Fair,D,SI1,55.5,62.0,2086,6.0,5.97,3.32
0.97,Fair,G,I1,57.2,60.0,1547,6.59,6.36,3.72
0.62,Fair,F,VS1,60.0,64.0,2083,5.69,5.48,3.36
0.9,Fair,I,VVS1,63.5,57.0,4194,5.98,6.09,3.83
0.9,Fair,E,SI2,65.0,58.0,2930,6.08,6.04,3.94
0.7,Fair,G,VS2,64.9,57.0,2479,5.55,5.54,3.6
1.0,Fair,G,VS1,64.4,56.0,5908,6.31,6.26,4.05
0.5,Fair,D,SI1,64.6,61.0,1238,5.05,4.95,3.23
0.5,Fair,E,SI1,61.7,68.0,1238,5.09,5.03,3.12
0.99,Fair,I,SI1,60.7,66.0,3337,6.42,6.34,3.87
0.74,Fair,G,VVS2,65.2,58.0,2959,5.7,5.6,3.69
1.0,Fair,E,SI2,64.6,60.0,4077,6.23,6.18,4.01
0.9,Fair,E,VS2,65.2,61.0,3875,6.01,5.98,3.91
0.9,Fair,E,VS1,67.6,56.0,3276,5.94,5.9,4.0
0.7,Fair,E,I1,66.1,58.0,1273,5.61,5.51,3.67
0.9,Fair,E,SI2,65.8,59.0,2982,6.03,5.98,3.95
0.72,Fair,I,VVS2,65.7,57.0,2131,5.56,5.64,3.68
0.91,Fair,H,SI1,65.3,62.0,3278,6.11,6.01,3.96
0.9,Fair,H,SI1,61.4,61.0,3282,6.08,6.14,3.75
0.71,Fair,J,VS2,64.9,54.0,1435,5.63,5.53,3.62
0.92,Fair,F,SI2,65.3,58.0,3282,6.08,6.04,3.96
0.9,Fair,E,VVS2,58.1,59.0,5551,6.21,6.26,3.62
0.91,Fair,I,SI2,65.0,58.0,2129,6.05,6.02,3.92
0.5,Fair,G,VS1,64.9,57.0,1271,4.98,4.94,3.22
0.81,Fair,I,VS2,64.6,59.0,2414,5.83,5.78,3.75
0.72,Fair,D,VS2,65.4,56.0,2414,5.68,5.6,3.69
0.7,Fair,H,VS1,65.8,56.0,2415,5.54,5.49,3.63
0.92,Fair,F,SI2,65.1,58.0,3282,6.12,6.07,3.97
0.58,Fair,G,VS1,64.7,60.0,1701,5.23,5.28,3.41
0.83,Fair,H,SI2,65.1,59.0,2133,5.84,5.81,3.79
0.73,Fair,G,VS2,60.1,65.0,2401,5.91,5.81,3.52
0.5,Fair,G,VS1,67.0,61.0,1280,4.97,4.91,3.31
1.0,Fair,F,SI1,56.9,63.0,4688,6.45,6.52,3.69
0.9,Fair,H,SI2,64.4,59.0,2138,6.03,5.99,3.87
0.9,Fair,E,I1,59.9,66.0,2138,6.18,6.14,3.69
1.0,Fair,G,I1,64.9,56.0,2398,6.2,6.14,4.01
0.7,Fair,F,VS1,55.9,62.0,2399,5.94,5.83,3.29
0.71,Fair,H,VS1,66.4,62.0,2401,5.54,5.49,3.66
0.57,Fair,F,VS1,64.5,61.0,1788,5.23,5.19,3.36
0.5,Fair,F,VS2,55.8,60.0,1279,5.31,5.27,2.95
0.97,Fair,F,I1,68.5,54.0,1787,6.26,6.05,4.22
1.0,Fair,F,SI1,56.5,60.0,4679,6.62,6.66,3.75
0.62,Fair,E,SI2,58.2,60.0,1435,5.7,5.51,3.26
0.78,Fair,G,SI2,64.9,55.2,2401,5.75,5.82,3.76
0.85,Fair,H,I1,71.2,54.0,1274,5.77,5.65,4.07
0.8,Fair,G,SI2,67.1,56.0,2400,5.76,5.73,3.85
1.0,Fair,I,SI2,65.8,58.0,3348,6.23,6.27,4.11
1.0,Fair,D,SI2,69.3,58.0,2974,5.96,5.87,4.1
0.72,Fair,E,SI2,68.4,64.0,2125,5.38,5.32,3.66
0.9,Fair,F,SI2,65.7,59.0,2964,6.03,5.99,3.95
0.61,Fair,I,VS2,57.4,60.9,1437,5.6,5.65,3.23
0.7,Fair,E,VS1,64.5,57.0,2964,5.59,5.55,3.59
0.7,Fair,I,VVS2,64.7,55.0,2117,5.62,5.51,3.6
1.0,Fair,J,SI2,69.9,61.0,2117,6.13,5.86,4.23
0.7,Fair,G,SI2,65.2,56.0,2117,5.63,5.54,3.64
0.9,Fair,J,VS1,65.4,60.0,2964,6.02,5.93,3.91
0.7,Fair,D,VVS2,58.5,62.0,3296,5.72,5.81,3.37
0.7,Fair,I,VS2,64.7,60.0,2117,5.55,5.49,3.57
1.0,Fair,F,SI1,65.8,58.0,4657,6.23,6.15,4.07
1.0,Fair,F,VS2,68.4,58.0,4656,5.97,6.1,4.13
1.0,Fair,I,I1,65.4,57.0,2112,6.28,6.2,4.08
0.96,Fair,G,SI1,69.7,59.0,3299,6.09,5.9,4.18
0.71,Fair,H,SI1,65.1,56.0,2112,5.63,5.55,3.64
0.9,Fair,H,VS2,64.6,54.0,3725,6.09,6.14,3.95
0.7,Fair,E,SI1,65.1,56.0,2125,5.49,5.41,3.55
0.91,Fair,D,SI1,64.7,61.0,3730,6.06,5.99,3.9
0.9,Fair,J,VS1,64.6,58.0,2964,6.12,6.06,3.93
0.94,Fair,H,SI1,68.4,53.0,3285,6.05,5.97,4.11
1.0,Fair,F,SI2,65.5,54.0,3864,6.2,6.16,4.05
0.91,Fair,F,SI1,64.9,57.0,2971,6.13,6.08,3.96
1.0,Fair,H,SI1,67.6,59.0,4665,6.03,5.95,4.05
0.9,Fair,I,VVS2,60.9,66.0,3288,6.1,6.12,3.72
0.7,Fair,F,SI1,66.0,56.0,2121,5.59,5.56,3.68
1.0,Fair,G,SI1,65.7,54.0,2964,6.24,6.16,4.07
0.9,Fair,I,SI2,67.7,61.0,2422,6.04,5.86,4.03
0.7,Fair,G,SI1,56.6,61.0,2120,5.86,5.95,3.34
0.96,Fair,H,I1,66.9,60.0,1705,6.15,6.04,4.09
0.9,Fair,I,I1,67.2,60.0,1786,5.96,5.88,3.98
0.67,Fair,I,VS2,57.2,70.0,1436,5.82,5.75,3.31
0.91,Fair,D,SI1,65.2,57.0,3730,6.08,6.04,3.95
0.56,Fair,E,VVS2,57.3,60.0,2426,5.5,5.57,3.17
0.96,Fair,H,I1,61.1,60.0,1705,6.26,6.07,3.77
0.85,Fair,I,SI1,65.8,65.0,2493,5.88,5.79,3.84
0.69,Fair,G,VS1,57.8,66.0,2070,5.9,5.84,3.39
0.7,Fair,I,SI1,62.0,67.0,1848,5.54,5.5,3.42
0.74,Fair,H,VS2,66.1,61.0,2553,5.6,5.57,3.69
1.0,Fair,E,SI1,58.1,63.0,4213,6.6,6.52,3.81
1.0,Fair,F,VS1,65.3,59.0,6397,6.25,6.21,4.07
0.5,Fair,E,VS2,65.0,58.0,1188,4.96,4.92,3.21
0.96,Fair,E,SI2,57.7,67.0,3674,6.49,6.46,3.73
0.51,Fair,F,VVS2,65.4,60.0,3920,4.98,4.9,3.23
0.7,Fair,G,VS1,57.1,62.0,2553,5.89,5.94,3.38
0.5,Fair,F,SI1,64.7,57.0,1181,4.99,4.94,3.21
0.92,Fair,E,SI1,65.6,57.0,3407,6.1,6.07,3.99
0.96,Fair,F,SI2,68.2,61.0,2867,6.07,5.88,4.1
0.5,Fair,E,SI1,65.0,58.0,1176,4.98,4.9,3.21
0.56,Fair,F,SI1,61.6,61.0,1176,5.38,5.21,3.26
0.73,Fair,I,I1,66.1,58.0,1175,5.63,5.5,3.68
0.5,Fair,H,VS2,65.1,59.0,1175,5.02,5.06,3.28
0.7,Fair,D,VS2,65.2,59.0,2560,5.58,5.55,3.63
0.9,Fair,E,SI1,59.2,60.0,4220,6.17,6.22,3.67
1.0,Fair,H,SI1,65.5,62.0,2873,6.14,6.07,4.0
0.9,Fair,I,SI1,65.3,61.0,2873,5.98,5.94,3.89
0.72,Fair,F,VS1,56.9,69.0,2879,5.93,5.77,3.33
0.5,Fair,E,SI1,66.4,58.0,1196,4.98,4.87,3.27
0.7,Fair,D,SI2,67.8,58.0,1770,5.51,5.44,3.71
0.73,Fair,G,SI1,65.5,56.0,2032,5.68,5.62,3.7
0.88,Fair,I,VS2,57.4,67.0,2550,6.49,6.36,3.69
0.7,Fair,D,SI1,66.2,57.0,2550,5.56,5.41,3.63
0.9,Fair,I,SI1,65.7,58.0,2873,6.03,6.0,3.95
1.0,Fair,H,SI2,69.5,55.0,2875,6.17,6.1,4.26
1.0,Fair,J,VS1,65.5,55.0,2875,6.3,6.25,4.11
0.51,Fair,F,SI1,65.2,57.0,1193,5.03,5.09,3.3
1.0,Fair,H,SI2,67.7,60.0,2875,6.11,5.98,4.09
0.81,Fair,F,SI2,65.7,57.0,2031,5.8,5.75,3.79
1.0,Fair,I,SI1,56.4,61.0,3920,6.58,6.55,3.7
0.9,Fair,I,SI1,65.8,56.0,2873,6.01,5.96,3.94
1.0,Fair,I,SI1,66.3,61.0,2875,6.08,6.03,4.01
0.7,Fair,F,SI2,64.9,58.0,2035,5.46,5.59,3.59
0.92,Fair,E,SI1,66.8,55.0,4482,6.04,5.99,4.02
1.0,Fair,F,SI1,66.7,57.0,3669,6.07,5.99,4.02
0.91,Fair,F,VS2,58.0,56.0,4474,6.34,6.41,3.7
0.75,Fair,F,VS1,55.8,70.0,2859,6.09,5.98,3.37
1.0,Fair,J,VS2,65.3,61.0,3422,6.33,6.13,4.03
0.63,Fair,E,VS2,65.7,60.0,2011,5.41,5.31,3.52
0.71,Fair,D,VS2,56.9,65.0,2858,5.89,5.84,3.34
0.9,Fair,G,SI2,64.5,56.0,2858,6.06,6.0,3.89
0.62,Fair,F,IF,60.1,61.0,2861,5.53,5.56,3.33
0.72,Fair,J,SI2,66.1,55.0,1762,5.51,5.56,3.66
0.51,Fair,G,SI1,64.5,56.0,1160,5.06,5.01,3.25
0.73,Fair,F,I1,66.9,54.0,1158,5.62,5.54,3.74
0.7,Fair,F,I1,65.9,57.0,1158,5.64,5.5,3.67
1.0,Fair,J,SI1,64.9,58.0,3427,6.29,6.23,4.06
0.58,Fair,D,SI2,65.1,58.0,1156,5.25,5.22,3.41
1.0,Fair,H,SI2,66.1,56.0,2856,6.21,5.97,4.04
1.0,Fair,F,SI2,59.0,67.0,4036,6.48,6.41,3.8
0.7,Fair,H,SI1,65.5,57.0,1865,5.59,5.55,3.65
0.89,Fair,G,SI2,58.9,66.0,2579,6.26,6.16,3.66
0.5,Fair,E,VS2,79.0,73.0,2579,5.21,5.18,4.09
0.92,Fair,H,VS1,56.0,60.0,3924,6.53,6.51,3.65
0.7,Fair,H,SI1,65.3,55.0,1865,5.58,5.54,3.63
0.5,Fair,F,VS1,65.0,55.0,1577,5.01,4.96,3.24
0.7,Fair,G,SI1,64.8,59.0,2016,5.65,5.56,3.63
0.7,Fair,I,SI1,65.0,56.0,1720,5.6,5.5,3.61
0.61,Fair,J,VS2,58.2,56.0,1174,5.74,5.49,3.27
0.5,Fair,E,VS2,79.0,73.0,2579,5.21,5.18,4.09
1.0,Fair,E,VS2,66.4,51.0,4480,6.31,6.22,4.16
0.9,Fair,F,VS2,64.7,54.0,3931,6.09,6.03,3.92
0.86,Fair,G,VS2,66.5,54.1,3418,5.89,5.97,3.94
0.74,Fair,E,I1,58.2,65.0,1865,6.03,5.89,3.47
0.7,Fair,G,VS2,66.5,57.0,2575,5.4,5.46,3.61
0.83,Fair,I,VS2,64.9,58.0,2577,5.9,5.84,3.81
0.9,Fair,D,VS2,57.5,66.0,3931,6.3,6.25,3.61
0.74,Fair,D,VVS2,65.4,53.0,4040,5.73,5.71,3.74
0.99,Fair,J,I1,73.6,60.0,1789,6.01,5.8,4.35
1.0,Fair,I,I1,64.5,58.0,2035,6.33,6.1,4.01
0.88,Fair,F,SI1,56.6,65.0,2882,6.39,6.32,3.6
0.64,Fair,F,VS2,57.0,62.5,2063,5.67,5.78,3.26
0.91,Fair,E,VS2,61.8,66.0,4550,6.11,6.09,3.77
0.74,Fair,G,SI1,64.8,59.0,2060,5.63,5.6,3.64
1.0,Fair,F,VS1,64.8,61.0,6115,6.26,6.21,4.04
1.0,Fair,F,VS1,65.0,59.0,6115,6.19,6.14,4.01
0.7,Fair,F,VS2,66.4,53.0,2516,5.51,5.49,3.65
1.0,Fair,E,SI1,66.5,55.0,3696,6.21,6.19,4.12
0.71,Fair,E,VS2,64.6,59.0,2902,5.62,5.59,3.62
0.76,Fair,D,SI2,55.5,69.0,2518,6.16,6.07,3.39
0.71,Fair,G,SI2,64.8,58.0,2055,5.6,5.57,3.62
0.9,Fair,F,VS2,59.5,67.0,4536,6.29,6.24,3.73
0.7,Fair,F,SI2,66.4,56.0,1564,5.51,5.42,3.63
1.0,Fair,G,VVS2,66.9,55.0,4534,6.2,6.17,4.14
0.9,Fair,H,VS2,65.6,55.0,3375,6.01,5.97,3.93
0.96,Fair,J,SI1,67.3,56.0,2517,6.06,6.01,4.06
0.9,Fair,D,SI1,64.5,61.0,3689,6.05,6.01,3.89
0.9,Fair,E,VS2,65.0,55.0,4057,6.11,6.04,3.95
0.5,Fair,F,VS2,64.9,58.0,1225,4.99,4.9,3.21
0.74,Fair,E,SI1,66.0,56.0,2069,5.6,5.67,3.72
0.52,Fair,G,IF,65.5,55.0,1849,4.98,5.06,3.29
0.96,Fair,G,I1,64.5,60.0,2068,6.16,6.11,3.96
0.72,Fair,E,SI1,56.9,61.0,2498,5.91,5.97,3.38
0.94,Fair,H,SI2,66.0,50.1,3353,6.13,6.17,4.06
0.7,Fair,H,VVS2,65.8,58.0,2500,5.49,5.42,3.59
0.82,Fair,F,SI2,56.7,70.0,2508,6.28,6.16,3.53
0.59,Fair,I,VS1,64.4,59.0,1229,5.29,5.21,3.38
0.53,Fair,E,VS1,62.3,67.0,1778,5.22,5.11,3.22
0.9,Fair,H,VS2,64.7,58.0,3697,5.98,6.01,3.88
1.0,Fair,H,SI2,67.0,55.0,2912,6.25,6.12,4.16
1.0,Fair,I,SI1,66.0,56.0,2912,6.31,6.24,4.13
1.0,Fair,H,SI2,65.2,54.0,2912,6.3,6.22,4.08
0.93,Fair,G,SI1,64.4,57.0,3358,6.14,6.09,3.94
1.0,Fair,G,SI1,66.1,62.0,3700,6.1,6.03,4.01
1.0,Fair,F,SI1,68.7,55.0,3387,6.06,5.88,4.11
1.0,Fair,F,VS2,64.9,52.0,6210,6.24,6.33,4.08
0.9,Fair,D,SI1,64.8,59.0,3689,6.1,6.03,3.93
0.9,Fair,J,SI2,66.6,54.0,2536,6.05,5.99,4.01
0.95,Fair,D,SI2,64.4,60.0,3384,6.06,6.02,3.89
0.9,Fair,I,SI2,65.3,57.0,2536,5.98,5.93,3.89
0.91,Fair,F,I1,67.0,62.0,1570,5.97,5.89,3.98
0.6,Fair,G,SI1,65.7,55.0,1197,5.31,5.23,3.46
0.97,Fair,J,SI2,60.8,67.0,2538,6.41,6.32,3.87
0.9,Fair,F,SI2,69.0,59.0,2536,5.89,5.82,4.04
0.9,Fair,H,SI1,65.4,56.0,3387,6.11,6.04,3.97
0.9,Fair,D,SI2,66.9,57.0,2885,6.02,5.9,3.99
0.8,Fair,E,SI1,56.3,63.0,2885,6.22,6.14,3.48
0.73,Fair,D,SI1,64.5,56.0,2539,5.7,5.65,3.66
0.96,Fair,G,SI2,66.8,61.0,2539,6.15,6.04,4.07
0.9,Fair,H,SI2,65.0,61.0,2883,6.01,5.96,3.89
0.96,Fair,I,SI2,66.3,58.0,2540,6.07,5.9,3.97
0.9,Fair,I,VS1,65.2,60.0,3387,6.0,5.96,3.9
0.94,Fair,F,SI1,56.8,67.0,4053,6.56,6.44,3.69
1.0,Fair,E,SI2,65.2,59.0,4516,6.28,6.27,4.09
1.0,Fair,E,VS2,57.3,64.0,6285,6.59,6.46,3.79
0.7,Fair,H,SI1,64.7,58.0,2051,5.59,5.54,3.6
0.8,Fair,G,I1,64.5,57.0,1715,5.86,5.83,3.77
0.73,Fair,G,SI2,64.7,60.0,2050,5.68,5.64,3.66
0.71,Fair,H,SI1,65.1,55.0,2049,5.69,5.65,3.69
1.0,Fair,E,VS2,57.4,58.0,6268,6.57,6.64,3.79
0.7,Fair,H,SI1,65.2,58.0,2048,5.49,5.55,3.6
1.0,Fair,E,SI2,63.0,58.0,4516,6.35,6.26,3.97
0.7,Fair,H,SI1,65.5,57.0,2048,5.53,5.59,3.64
0.96,Fair,F,SI2,65.2,58.0,3688,6.14,6.12,3.99
0.96,Fair,H,I1,68.9,59.0,1773,6.09,5.96,4.15
0.5,Fair,G,VVS2,66.1,62.0,1659,4.92,4.88,3.24
0.65,Fair,I,VS2,65.1,55.6,1659,5.44,5.5,3.56
0.9,Fair,D,SI1,66.4,59.0,3382,5.97,5.92,3.95
0.71,Fair,G,SI1,65.0,58.0,2045,5.57,5.53,3.61
1.0,Fair,H,SI2,67.8,53.0,2530,6.08,6.02,4.1
0.91,Fair,F,SI2,65.3,51.0,2996,6.05,5.98,3.93
0.91,Fair,D,SI1,64.4,60.0,3855,6.08,6.04,3.9
0.72,Fair,G,VS1,66.4,57.0,2396,5.6,5.51,3.69
0.91,Fair,H,VVS1,56.5,67.0,4115,6.38,6.4,3.61
1.0,Fair,F,VS2,64.7,59.0,4829,6.22,6.15,4.0
1.0,Fair,I,VS1,65.3,55.0,3763,6.34,6.25,4.11
0.69,Fair,I,VS1,57.9,63.0,1692,5.73,5.77,3.33
0.9,Fair,E,SI2,65.8,58.0,3084,6.02,5.98,3.95
0.9,Fair,E,SI2,64.5,55.0,3084,6.12,6.03,3.92
0.7,Fair,D,SI1,64.6,57.0,2318,5.6,5.57,3.61
0.5,Fair,E,VS2,66.3,55.0,1397,4.98,4.94,3.29
0.5,Fair,E,VS2,64.9,56.0,1397,5.01,4.95,3.23
0.73,Fair,E,VVS2,57.4,59.0,3813,5.99,5.95,3.43
0.89,Fair,H,I1,58.8,66.0,1334,6.21,6.09,3.62
0.5,Fair,E,VS2,65.4,57.0,1397,5.01,4.81,3.21
0.95,Fair,J,I1,64.9,56.0,2322,6.17,6.12,3.99
0.85,Fair,J,I1,65.5,59.0,1334,5.95,5.82,3.86
0.9,Fair,D,SI1,60.4,61.0,3812,6.24,6.22,3.76
0.51,Fair,F,VS2,61.0,66.0,1334,5.12,5.04,3.1
0.7,Fair,E,SI1,65.2,58.0,2318,5.57,5.54,3.62
0.71,Fair,I,VS1,57.1,57.0,2318,5.87,5.9,3.36
1.0,Fair,D,SI2,65.6,66.0,3767,6.1,6.01,3.97
1.0,Fair,H,SI1,56.3,63.0,4150,6.63,6.61,3.73
0.9,Fair,E,SI2,57.5,68.0,3187,6.37,6.33,3.65
1.0,Fair,E,SI1,57.4,61.0,4844,6.53,6.63,3.78
0.9,Fair,G,I1,66.0,58.0,2310,5.96,5.88,3.91
0.78,Fair,F,SI2,64.6,53.0,2312,5.83,5.78,3.75
1.0,Fair,H,SI2,64.4,57.0,3192,6.35,6.29,4.07
0.93,Fair,D,VS2,56.3,67.0,5078,6.52,6.45,3.65
0.7,Fair,H,VS1,67.2,55.0,1811,5.48,5.54,3.7
1.0,Fair,G,VS2,66.1,61.0,4838,6.08,5.99,3.99
0.73,Fair,E,SI1,64.6,59.0,2317,5.69,5.64,3.66
1.0,Fair,D,SI1,67.3,57.0,5096,6.15,6.04,4.1
0.51,Fair,E,SI1,55.8,61.0,1340,5.43,5.35,3.01
0.8,Fair,G,SI2,64.6,55.0,2318,5.86,5.75,3.75
1.0,Fair,E,SI2,69.0,56.0,3763,6.01,5.94,4.12
0.96,Fair,F,SI1,60.7,65.0,4849,6.43,6.28,3.86
1.0,Fair,E,SI2,64.6,54.0,3763,6.33,6.27,4.07
0.7,Fair,G,SI2,58.6,56.0,2208,5.8,5.74,3.38
0.9,Fair,D,SI2,64.7,59.0,3205,6.09,5.99,3.91
0.73,Fair,I,VS1,55.9,66.0,2330,6.11,6.01,3.39
0.53,Fair,F,VS2,65.5,58.0,1402,5.09,5.03,3.31
0.7,Fair,D,SI2,65.5,57.0,1806,5.56,5.43,3.6
1.0,Fair,G,VS2,64.5,58.0,5161,6.26,6.2,4.02
1.0,Fair,H,VS2,64.8,55.0,3819,6.35,6.28,4.09
0.9,Fair,D,SI2,65.7,60.0,3205,5.98,5.93,3.91
0.72,Fair,H,SI2,65.9,57.0,2203,5.6,5.54,3.67
1.0,Fair,F,SI1,65.4,59.0,4798,6.27,6.2,4.08
1.0,Fair,E,SI1,65.8,59.0,4798,6.07,6.15,4.02
0.9,Fair,D,SI1,64.0,63.0,4796,6.12,6.04,3.89
0.89,Fair,I,VS1,68.2,65.0,2334,5.82,5.74,3.94
0.5,Fair,G,VS1,60.3,66.0,1327,5.13,5.09,3.08
0.71,Fair,F,SI1,57.0,68.0,2198,6.05,5.87,3.4
0.9,Fair,I,VVS2,67.0,56.0,3074,5.91,5.83,3.93
1.0,Fair,J,SI2,56.3,64.0,3199,6.58,6.54,3.69
0.9,Fair,D,SI2,64.7,54.0,3205,6.1,6.04,3.93
0.71,Fair,D,VS2,64.7,58.0,3077,5.61,5.58,3.62
0.5,Fair,H,VS2,56.3,65.0,1332,5.24,5.21,2.94
1.0,Fair,G,SI2,70.2,58.0,2326,6.0,5.73,4.13
0.96,Fair,H,I1,67.4,62.0,1808,6.13,5.96,4.08
0.96,Fair,H,I1,60.1,62.0,1808,6.21,6.0,3.68
0.71,Fair,I,VS2,64.7,60.0,2208,5.54,5.46,3.56
0.91,Fair,H,SI1,64.7,56.0,3816,6.1,6.07,3.94
0.9,Fair,D,SI2,66.0,58.0,3205,6.0,5.97,3.95
1.0,Fair,J,VS1,66.6,57.0,3080,6.07,6.03,4.03
0.71,Fair,F,SI2,60.1,68.0,2327,5.8,5.72,3.46
0.91,Fair,D,SI2,62.5,66.0,3079,6.08,6.01,3.78
0.71,Fair,F,IF,58.7,62.0,3205,5.87,5.81,3.43
0.76,Fair,H,SI1,61.9,70.0,2328,5.84,5.77,3.59
0.9,Fair,D,SI2,65.9,59.0,3205,6.0,5.95,3.94
0.7,Fair,H,SI1,64.8,57.0,1808,5.49,5.59,3.59
0.52,Fair,I,VVS2,60.4,66.0,1401,5.26,5.2,3.16
0.71,Fair,D,SI2,64.6,60.0,2198,5.62,5.59,3.62
0.56,Fair,E,SI2,64.5,61.0,1389,5.18,5.14,3.33
0.9,Fair,G,SI2,64.7,58.0,3104,5.94,6.03,3.87
1.0,Fair,F,SI1,62.6,59.0,4925,6.25,6.3,3.93
0.73,Fair,H,VS2,65.9,55.0,2278,5.68,5.64,3.74
0.56,Fair,F,VS2,57.0,67.0,1814,5.49,5.36,3.09
0.95,Fair,J,SI1,58.0,66.0,3154,6.5,6.46,3.76
1.0,Fair,F,I1,68.0,57.0,2280,6.14,6.05,4.15
0.5,Fair,G,VS1,65.9,57.0,1373,5.0,4.87,3.25
1.0,Fair,G,VVS2,65.5,54.0,4928,6.3,6.22,4.1
1.0,Fair,J,SI1,64.7,52.0,3780,6.35,6.3,4.09
0.92,Fair,H,SI2,66.1,57.0,2283,6.22,6.0,4.05
0.56,Fair,E,SI1,64.5,61.0,1358,5.22,5.09,3.33
1.0,Fair,F,VS1,67.0,52.0,4984,6.12,6.08,4.09
0.7,Fair,I,VS2,66.1,56.0,1814,5.53,5.48,3.64
1.0,Fair,H,SI2,63.7,54.0,3164,6.42,6.27,4.06
0.7,Fair,G,VS1,65.2,57.0,2290,5.56,5.52,3.61
0.9,Fair,F,SI1,66.0,57.0,3160,6.06,6.0,3.98
0.81,Fair,H,SI2,66.2,58.0,1687,5.78,5.74,3.81
1.0,Fair,E,SI2,66.6,59.0,3136,6.07,6.01,4.02
